Premise 1,Premise 2,Inferred,Gemini Response,Pattern
think PartOf read,read HasSubevent lose place,think HasSubevent lose place,yes,PartOf_HasSubevent
death PartOf war,war HasSubevent fewer person world,death HasSubevent fewer person world,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent make leave turn,pollution HasSubevent make leave turn,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent may crash,pollution HasSubevent may crash,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent block other vehicle,pollution HasSubevent block other vehicle,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent somone honk horn,pollution HasSubevent somone honk horn,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent watch police,pollution HasSubevent watch police,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent shift gear,pollution HasSubevent shift gear,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent turn air contition,pollution HasSubevent turn air contition,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent turn air condition,pollution HasSubevent turn air condition,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent experience road rage,pollution HasSubevent experience road rage,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent concentrate,pollution HasSubevent concentrate,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent movement,pollution HasSubevent movement,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent time,pollution HasSubevent time,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent go fast thrill,pollution HasSubevent go fast thrill,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent watch other car,pollution HasSubevent watch other car,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent witness accident,pollution HasSubevent witness accident,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent tan leave arm,pollution HasSubevent tan leave arm,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent tan face,pollution HasSubevent tan face,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent panic,pollution HasSubevent panic,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent make oil executive rich,pollution HasSubevent make oil executive rich,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent air pollution,pollution HasSubevent air pollution,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent car use fuel,pollution HasSubevent car use fuel,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent look go,pollution HasSubevent look go,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent might accident,pollution HasSubevent might accident,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent step gas,pollution HasSubevent step gas,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent tire lose air,pollution HasSubevent tire lose air,yes,PartOf_HasSubevent
pollution PartOf drive car,drive car HasSubevent another driver honk horn,pollution HasSubevent another driver honk horn,yes,PartOf_HasSubevent
24 hour PartOf day,day HasSubevent light out,24 hour HasSubevent light out,yes,PartOf_HasSubevent
practice PartOf play violin,play violin HasSubevent music,practice HasSubevent music,yes,PartOf_HasSubevent
practice PartOf play violin,play violin HasSubevent bow string,practice HasSubevent bow string,yes,PartOf_HasSubevent
practice PartOf play violin,play violin HasSubevent may make mistake,practice HasSubevent may make mistake,yes,PartOf_HasSubevent
practice PartOf play violin,play violin HasSubevent hit flat note,practice HasSubevent hit flat note,yes,PartOf_HasSubevent
practice PartOf play violin,play violin HasSubevent read music,practice HasSubevent read music,yes,PartOf_HasSubevent
practice PartOf play violin,play violin HasSubevent look melodramatic,practice HasSubevent look melodramatic,yes,PartOf_HasSubevent
practice PartOf play violin,play violin HasSubevent listen sound,practice HasSubevent listen sound,yes,PartOf_HasSubevent
practice PartOf play violin,play violin HasSubevent move bow along string,practice HasSubevent move bow along string,yes,PartOf_HasSubevent
practice PartOf play violin,play violin HasSubevent play wrong note,practice HasSubevent play wrong note,yes,PartOf_HasSubevent
practice PartOf play violin,play violin HasSubevent hold bow,practice HasSubevent hold bow,yes,PartOf_HasSubevent
practice PartOf play violin,play violin HasSubevent sound terrible,practice HasSubevent sound terrible,yes,PartOf_HasSubevent
practice PartOf play violin,play violin HasSubevent string break,practice HasSubevent string break,yes,PartOf_HasSubevent
practice PartOf play violin,play violin HasSubevent bow break,practice HasSubevent bow break,yes,PartOf_HasSubevent
practice PartOf play violin,play violin HasSubevent callus,practice HasSubevent callus,yes,PartOf_HasSubevent
practice PartOf play violin,play violin HasSubevent music produce,practice HasSubevent music produce,yes,PartOf_HasSubevent
practice PartOf play violin,play violin HasSubevent shoulder cramp,practice HasSubevent shoulder cramp,yes,PartOf_HasSubevent
idea PartOf philosophy,philosophy HasSubevent learn,idea HasSubevent learn,yes,PartOf_HasSubevent
leader PartOf war,war HasSubevent fewer person world,leader HasSubevent fewer person world,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent score,lose HasSubevent score,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent out breath,lose HasSubevent out breath,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent physically exert muscle,lose HasSubevent physically exert muscle,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent get injury,lose HasSubevent get injury,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent get hurt,lose HasSubevent get hurt,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent kick knee,lose HasSubevent kick knee,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent tire,lose HasSubevent tire,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent exercise fun human interaction,lose HasSubevent exercise fun human interaction,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent break ankle,lose HasSubevent break ankle,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent listen coach,lose HasSubevent listen coach,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent cheat,lose HasSubevent cheat,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent punch opponent,lose HasSubevent punch opponent,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent may injure,lose HasSubevent may injure,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent dog get,lose HasSubevent dog get,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent put thick sock,lose HasSubevent put thick sock,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent breathe hard,lose HasSubevent breathe hard,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent perspire,lose HasSubevent perspire,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent die,lose HasSubevent die,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent fall down,lose HasSubevent fall down,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent talk,lose HasSubevent talk,yes,PartOf_HasSubevent
lose PartOf play sport,play sport HasSubevent think,lose HasSubevent think,yes,PartOf_HasSubevent
skin PartOf plant,plant HasSubevent want grow,skin HasSubevent want grow,yes,PartOf_HasSubevent
error PartOf learn,learn HasSubevent desire pursue further,error HasSubevent desire pursue further,yes,PartOf_HasSubevent
error PartOf learn,learn HasSubevent new method,error HasSubevent new method,yes,PartOf_HasSubevent
error PartOf learn,learn HasSubevent change preconcieve notion,error HasSubevent change preconcieve notion,yes,PartOf_HasSubevent
error PartOf learn,learn HasSubevent expand universe,error HasSubevent expand universe,yes,PartOf_HasSubevent
error PartOf learn,learn HasSubevent search net,error HasSubevent search net,yes,PartOf_HasSubevent
error PartOf learn,learn HasSubevent correct teacher,error HasSubevent correct teacher,yes,PartOf_HasSubevent
error PartOf learn,learn HasSubevent wish not,error HasSubevent wish not,yes,PartOf_HasSubevent
error PartOf learn,learn HasSubevent hungry,error HasSubevent hungry,yes,PartOf_HasSubevent
error PartOf learn,learn HasSubevent apply mind towards subject,error HasSubevent apply mind towards subject,yes,PartOf_HasSubevent
error PartOf learn,learn HasSubevent write information notepad,error HasSubevent write information notepad,yes,PartOf_HasSubevent
error PartOf learn,learn HasSubevent create new synaptic connection,error HasSubevent create new synaptic connection,yes,PartOf_HasSubevent
venu PartOf person,person HasSubevent crave eat sweet,venu HasSubevent crave eat sweet,yes,PartOf_HasSubevent
victim PartOf war,war HasSubevent fewer person world,victim HasSubevent fewer person world,yes,PartOf_HasSubevent
head PartOf penis,penis HasSubevent fun,head HasSubevent fun,yes,PartOf_HasSubevent
bulb PartOf plant,plant HasSubevent want grow,bulb HasSubevent want grow,yes,PartOf_HasSubevent
wrinkle skin PartOf age,age HasSubevent become old,wrinkle skin HasSubevent become old,yes,PartOf_HasSubevent
pickle PartOf diet,diet HasSubevent avoid certain food,pickle HasSubevent avoid certain food,yes,PartOf_HasSubevent
tail PartOf fish,fish HasSubevent will wait,tail HasSubevent will wait,yes,PartOf_HasSubevent
pod PartOf plant,plant HasSubevent want grow,pod HasSubevent want grow,yes,PartOf_HasSubevent
manhattan PartOf new york,new york HasSubevent explore city,manhattan HasSubevent explore city,yes,PartOf_HasSubevent
manhattan PartOf new york,new york HasSubevent take picture,manhattan HasSubevent take picture,yes,PartOf_HasSubevent
manhattan PartOf new york,new york HasSubevent see statue liberty,manhattan HasSubevent see statue liberty,yes,PartOf_HasSubevent
manhattan PartOf new york,new york HasSubevent watch musical,manhattan HasSubevent watch musical,yes,PartOf_HasSubevent
endocarp PartOf plant,plant HasSubevent want grow,endocarp HasSubevent want grow,yes,PartOf_HasSubevent
suffer PartOf war,war HasSubevent fewer person world,suffer HasSubevent fewer person world,yes,PartOf_HasSubevent
feel PartOf sex,sex HasSubevent person perspire,feel HasSubevent person perspire,yes,PartOf_HasSubevent
feel PartOf sex,sex HasSubevent whisper sweet nothing other,feel HasSubevent whisper sweet nothing other,yes,PartOf_HasSubevent
feel PartOf sex,sex HasSubevent change position,feel HasSubevent change position,yes,PartOf_HasSubevent
feel PartOf sex,sex HasSubevent eat sandwich,feel HasSubevent eat sandwich,yes,PartOf_HasSubevent
feel PartOf sex,sex HasSubevent call out wrong person name,feel HasSubevent call out wrong person name,yes,PartOf_HasSubevent
feel PartOf sex,sex HasSubevent laugh,feel HasSubevent laugh,yes,PartOf_HasSubevent
feel PartOf sex,sex HasSubevent moan,feel HasSubevent moan,yes,PartOf_HasSubevent
feel PartOf sex,sex HasSubevent reach orgasm,feel HasSubevent reach orgasm,yes,PartOf_HasSubevent
feel PartOf sex,sex HasSubevent smile,feel HasSubevent smile,yes,PartOf_HasSubevent
feel PartOf sex,sex HasSubevent run,feel HasSubevent run,yes,PartOf_HasSubevent
feel PartOf sex,sex HasSubevent think swordfishdatum,feel HasSubevent think swordfishdatum,yes,PartOf_HasSubevent
loss PartOf war,war HasSubevent fewer person world,loss HasSubevent fewer person world,yes,PartOf_HasSubevent
drain PartOf shower,shower HasSubevent shampoo hair,drain HasSubevent shampoo hair,yes,PartOf_HasSubevent
drain PartOf shower,shower HasSubevent pee,drain HasSubevent pee,yes,PartOf_HasSubevent
drain PartOf shower,shower HasSubevent fire alarm go off,drain HasSubevent fire alarm go off,yes,PartOf_HasSubevent
drain PartOf shower,shower HasSubevent dirty water flow drain,drain HasSubevent dirty water flow drain,yes,PartOf_HasSubevent
drain PartOf shower,shower HasSubevent clean shower become necessary,drain HasSubevent clean shower become necessary,yes,PartOf_HasSubevent
drain PartOf shower,shower HasSubevent sound level high,drain HasSubevent sound level high,yes,PartOf_HasSubevent
drain PartOf shower,shower HasSubevent keep balance difficult,drain HasSubevent keep balance difficult,yes,PartOf_HasSubevent
drain PartOf shower,shower HasSubevent shower off sand,drain HasSubevent shower off sand,yes,PartOf_HasSubevent
drain PartOf shower,shower HasSubevent not bathtub,drain HasSubevent not bathtub,yes,PartOf_HasSubevent
statue libery PartOf new york,new york HasSubevent take picture,statue libery HasSubevent take picture,yes,PartOf_HasSubevent
hull PartOf plant,plant HasSubevent want grow,hull HasSubevent want grow,yes,PartOf_HasSubevent
competition PartOf sport,sport HasSubevent fall down,competition HasSubevent fall down,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent ante up,competition HasSubevent ante up,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent call,competition HasSubevent call,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent raise,competition HasSubevent raise,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent eat peanut,competition HasSubevent eat peanut,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent win money,competition HasSubevent win money,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent lose shirt,competition HasSubevent lose shirt,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent win bet,competition HasSubevent win bet,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent win pot,competition HasSubevent win pot,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent shuffle card,competition HasSubevent shuffle card,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent win lot money,competition HasSubevent win lot money,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent earn loose money,competition HasSubevent earn loose money,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent gamble,competition HasSubevent gamble,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent ante,competition HasSubevent ante,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent hold card,competition HasSubevent hold card,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent deal card,competition HasSubevent deal card,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent might win,competition HasSubevent might win,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent cheat,competition HasSubevent cheat,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent lose,competition HasSubevent lose,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent get naked,competition HasSubevent get naked,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent deal,competition HasSubevent deal,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent buy chip,competition HasSubevent buy chip,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent choose table,competition HasSubevent choose table,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent choose game,competition HasSubevent choose game,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent count money,competition HasSubevent count money,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent watch mannerism,competition HasSubevent watch mannerism,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent evaluate hand,competition HasSubevent evaluate hand,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent evaluate opponent hand,competition HasSubevent evaluate opponent hand,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent calculate chance,competition HasSubevent calculate chance,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent know odds,competition HasSubevent know odds,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent choose club,competition HasSubevent choose club,yes,PartOf_HasSubevent
competition PartOf play poker,play poker HasSubevent watch card deal,competition HasSubevent watch card deal,yes,PartOf_HasSubevent
