Premise 1,Premise 2,Inferred,Gemini Response,Pattern
shock LocatedNear surprise,surprise Causes may angry,shock Causes may angry,no,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes fight,shock Causes fight,yes,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes surprise person start cry,shock Causes surprise person start cry,no,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes might shock,shock Causes might shock,no,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes cause adreneline surge,shock Causes cause adreneline surge,yes,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes cry tear joy,shock Causes cry tear joy,no,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes scream pass out,shock Causes scream pass out,yes,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes annoyance,shock Causes annoyance,yes,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes angry,shock Causes angry,no,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes accident,shock Causes accident,yes,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes urine,shock Causes urine,no,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes irritate,shock Causes irritate,no,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes person become angry,shock Causes person become angry,no,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes scare person,shock Causes scare person,yes,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes heart attack,shock Causes heart attack,yes,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes heartbeat increase,shock Causes heartbeat increase,yes,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes often assault lawsuit,shock Causes often assault lawsuit,no,LocatedNear_Causes
shock LocatedNear surprise,surprise Causes often laughter other positive reaction,shock Causes often laughter other positive reaction,no,LocatedNear_Causes
shock LocatedNear electricity,electricity Causes electrocution,shock Causes electrocution,no,LocatedNear_Causes
flea LocatedNear cat,cat Causes understand,flea Causes understand,no,LocatedNear_Causes
wallet LocatedNear money,money Causes greed,wallet Causes greed,no,LocatedNear_Causes
wallet LocatedNear money,money Causes debt,wallet Causes debt,no,LocatedNear_Causes
wallet LocatedNear money,money Causes happiness,wallet Causes happiness,no,LocatedNear_Causes
wallet LocatedNear money,money Causes little money,wallet Causes little money,no,LocatedNear_Causes
wallet LocatedNear money,money Causes stress,wallet Causes stress,no,LocatedNear_Causes
lace LocatedNear shoe,shoe Causes blister,lace Causes blister,no,LocatedNear_Causes
grief LocatedNear funeral,funeral Causes sadness,grief Causes sadness,yes,LocatedNear_Causes
print LocatedNear computer,computer Causes learn,print Causes learn,no,LocatedNear_Causes
print LocatedNear computer,computer Causes end workday,print Causes end workday,no,LocatedNear_Causes
print LocatedNear computer,computer Causes injury,print Causes injury,no,LocatedNear_Causes
faith LocatedNear hope,hope Causes life,faith Causes life,no,LocatedNear_Causes
payment LocatedNear money,money Causes greed,payment Causes greed,no,LocatedNear_Causes
payment LocatedNear money,money Causes debt,payment Causes debt,no,LocatedNear_Causes
payment LocatedNear money,money Causes happiness,payment Causes happiness,yes,LocatedNear_Causes
payment LocatedNear money,money Causes little money,payment Causes little money,no,LocatedNear_Causes
payment LocatedNear money,money Causes stress,payment Causes stress,yes,LocatedNear_Causes
payment LocatedNear mortgage,mortgage Causes buy house,payment Causes buy house,no,LocatedNear_Causes
helmet LocatedNear sport,sport Causes injury,helmet Causes injury,no,LocatedNear_Causes
helmet LocatedNear sport,sport Causes strengthful,helmet Causes strengthful,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes impossible become possible,hope Causes impossible become possible,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes calm,hope Causes calm,yes,LocatedNear_Causes
hope LocatedNear pray,pray Causes contemplation,hope Causes contemplation,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes futile,hope Causes futile,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes religious comfort,hope Causes religious comfort,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes knee sore,hope Causes knee sore,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes religiosity,hope Causes religiosity,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes feel better,hope Causes feel better,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes success,hope Causes success,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes feel satisfy secure,hope Causes feel satisfy secure,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes feeling comfort peace,hope Causes feeling comfort peace,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes nothing happen,hope Causes nothing happen,yes,LocatedNear_Causes
hope LocatedNear pray,pray Causes feel touch god,hope Causes feel touch god,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes deceive yourself,hope Causes deceive yourself,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes feel peace,hope Causes feel peace,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes god act,hope Causes god act,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes comfort,hope Causes comfort,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes crush hope,hope Causes crush hope,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes restore faith,hope Causes restore faith,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes miracle,hope Causes miracle,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes sense peace,hope Causes sense peace,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes feel safe,hope Causes feel safe,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes feel relieve,hope Causes feel relieve,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes relief,hope Causes relief,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes feel calm,hope Causes feel calm,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes peaceful mind,hope Causes peaceful mind,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes feel better that's,hope Causes feel better that's,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes zero,hope Causes zero,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes waste time,hope Causes waste time,no,LocatedNear_Causes
hope LocatedNear pray,pray Causes lord hear,hope Causes lord hear,no,LocatedNear_Causes
please LocatedNear thank,thank Causes welcome,please Causes welcome,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes person smile,please Causes person smile,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes goodwill,please Causes goodwill,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes smila,please Causes smila,no,LocatedNear_Causes
please LocatedNear thank,thank Causes grateful,please Causes grateful,no,LocatedNear_Causes
please LocatedNear thank,thank Causes peace,please Causes peace,no,LocatedNear_Causes
please LocatedNear thank,thank Causes feel appreciate,please Causes feel appreciate,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes thank return,please Causes thank return,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes smile,please Causes smile,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes good feeling,please Causes good feeling,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes tear,please Causes tear,no,LocatedNear_Causes
please LocatedNear thank,thank Causes feel good,please Causes feel good,no,LocatedNear_Causes
please LocatedNear thank,thank Causes gratitute,please Causes gratitute,no,LocatedNear_Causes
please LocatedNear thank,thank Causes feel worthiness,please Causes feel worthiness,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes response welcome,please Causes response welcome,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes emotion,please Causes emotion,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes flatter person,please Causes flatter person,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes please,please Causes please,no,LocatedNear_Causes
please LocatedNear thank,thank Causes joy,please Causes joy,no,LocatedNear_Causes
please LocatedNear thank,thank Causes make both feel good,please Causes make both feel good,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes embarrassment,please Causes embarrassment,no,LocatedNear_Causes
please LocatedNear thank,thank Causes communicate feel appreciation,please Causes communicate feel appreciation,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes sincere appreciation,please Causes sincere appreciation,no,LocatedNear_Causes
please LocatedNear thank,thank Causes experience gratitude,please Causes experience gratitude,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes consider polite,please Causes consider polite,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes reward,please Causes reward,no,LocatedNear_Causes
please LocatedNear thank,thank Causes share good feeling,please Causes share good feeling,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes courtesy perform,please Causes courtesy perform,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes act politeness,please Causes act politeness,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes make feel appreciate,please Causes make feel appreciate,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes person reply welcome,please Causes person reply welcome,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes soften heart,please Causes soften heart,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes reciprocal thank,please Causes reciprocal thank,yes,LocatedNear_Causes
please LocatedNear thank,thank Causes mutual gratitude,please Causes mutual gratitude,no,LocatedNear_Causes
please LocatedNear thank,thank Causes not piss off,please Causes not piss off,no,LocatedNear_Causes
like LocatedNear love,love Causes person act strangely,like Causes person act strangely,no,LocatedNear_Causes
like LocatedNear love,love Causes pain,like Causes pain,no,LocatedNear_Causes
like LocatedNear love,love Causes death,like Causes death,no,LocatedNear_Causes
like LocatedNear love,love Causes person enjoy together,like Causes person enjoy together,no,LocatedNear_Causes
like LocatedNear love,love Causes pain suffer,like Causes pain suffer,no,LocatedNear_Causes
like LocatedNear love,love Causes belief,like Causes belief,no,LocatedNear_Causes
like LocatedNear love,love Causes learn,like Causes learn,no,LocatedNear_Causes
like LocatedNear love,love Causes understand,like Causes understand,no,LocatedNear_Causes
like LocatedNear love,love Causes happiness,like Causes happiness,no,LocatedNear_Causes
like LocatedNear love,love Causes envision beautiful world,like Causes envision beautiful world,no,LocatedNear_Causes
like LocatedNear love,love Causes baby born,like Causes baby born,no,LocatedNear_Causes
like LocatedNear love,love Causes despair,like Causes despair,no,LocatedNear_Causes
like LocatedNear love,love Causes poverty,like Causes poverty,no,LocatedNear_Causes
like LocatedNear love,love Causes child,like Causes child,no,LocatedNear_Causes
like LocatedNear love,love Causes pretty,like Causes pretty,no,LocatedNear_Causes
like LocatedNear love,love Causes stupid,like Causes stupid,no,LocatedNear_Causes
surf LocatedNear internet,internet Causes waste time,surf Causes waste time,yes,LocatedNear_Causes
full LocatedNear food,food Causes upset stomach,full Causes upset stomach,no,LocatedNear_Causes
full LocatedNear food,food Causes become little hungry,full Causes become little hungry,no,LocatedNear_Causes
full LocatedNear food,food Causes no long hungry,full Causes no long hungry,yes,LocatedNear_Causes
full LocatedNear food,food Causes not starve,full Causes not starve,yes,LocatedNear_Causes
full LocatedNear food,food Causes not fear hunger,full Causes not fear hunger,yes,LocatedNear_Causes
full LocatedNear food,food Causes get fat,full Causes get fat,no,LocatedNear_Causes
full LocatedNear food,food Causes aren't hungry,full Causes aren't hungry,yes,LocatedNear_Causes
full LocatedNear food,food Causes eat better,full Causes eat better,no,LocatedNear_Causes
full LocatedNear food,food Causes feel fullness,full Causes feel fullness,no,LocatedNear_Causes
full LocatedNear food,food Causes sometimes gain weight,full Causes sometimes gain weight,no,LocatedNear_Causes
full LocatedNear food,food Causes feel little hungry,full Causes feel little hungry,no,LocatedNear_Causes
full LocatedNear food,food Causes not hungry,full Causes not hungry,yes,LocatedNear_Causes
full LocatedNear food,food Causes feel full,full Causes feel full,no,LocatedNear_Causes
full LocatedNear food,food Causes weight gain,full Causes weight gain,no,LocatedNear_Causes
full LocatedNear food,food Causes full,full Causes full,no,LocatedNear_Causes
full LocatedNear food,food Causes dirt,full Causes dirt,no,LocatedNear_Causes
full LocatedNear food,food Causes gas,full Causes gas,no,LocatedNear_Causes
full LocatedNear food,food Causes reduce hunger,full Causes reduce hunger,no,LocatedNear_Causes
fraud LocatedNear cheat,cheat Causes get catch,fraud Causes get catch,no,LocatedNear_Causes
immortality LocatedNear vampire,vampire Causes fear,immortality Causes fear,no,LocatedNear_Causes
rifle LocatedNear hunt,hunt Causes shoot duck,rifle Causes shoot duck,no,LocatedNear_Causes
away LocatedNear nothing,nothing Causes nothing done,away Causes nothing done,no,LocatedNear_Causes
bite LocatedNear computer,computer Causes learn,bite Causes learn,no,LocatedNear_Causes
